model,array_dim,batch_size,asram_size,wsram_size,array_execution_time,input_data_moved,weight_data_moved,input_transfer_window_cycles,weight_transfer_window_cycles,input_sram_window_cycles,weight_sram_window_cycles,input_dram_bandwidth,weight_dram_bandwidth,input_sram_bandwidth,weight_sram_bandwidth,input_active_avg_required_bandwidth,weight_active_avg_required_bandwidth,input_peak_required_bandwidth,weight_peak_required_bandwidth,input_required_bandwidth,weight_required_bandwidth
llama_3_8b,512x512,512,8.389e+06,5.872e+07,1.907e+04,5.482e+13,2.365e+15,1.794e+12,1.906e+13,5.200e+06,2.508e+05,2.846e+01,1.156e+02,3.745e+01,4.787e+03,2.846e+01,1.156e+02,5.873e+04,3.166e+02,2.846e+01,1.156e+02
llama_3_8b,512x512,512,8.389e+06,6.711e+07,1.907e+04,5.482e+13,2.365e+15,1.794e+12,1.907e+13,5.200e+06,2.285e+05,2.846e+01,1.155e+02,3.745e+01,4.598e+03,2.846e+01,1.155e+02,5.873e+04,3.164e+02,2.846e+01,1.155e+02
llama_3_8b,512x512,512,8.389e+06,7.550e+07,1.907e+04,5.482e+13,2.365e+15,1.794e+12,1.907e+13,5.200e+06,2.107e+05,2.846e+01,1.155e+02,3.745e+01,4.432e+03,2.846e+01,1.155e+02,5.873e+04,3.163e+02,2.846e+01,1.155e+02
llama_3_8b,512x512,512,8.389e+06,8.389e+06,1.907e+04,5.482e+13,2.365e+15,1.794e+12,1.905e+13,5.200e+06,1.340e+06,2.846e+01,1.157e+02,3.745e+01,6.273e+03,2.846e+01,1.157e+02,5.873e+04,3.175e+02,2.846e+01,1.157e+02
llama_3_8b,512x512,512,8.389e+06,8.389e+07,1.907e+04,5.482e+13,2.365e+15,1.794e+12,1.907e+13,5.200e+06,1.963e+05,2.846e+01,1.155e+02,3.745e+01,4.281e+03,2.846e+01,1.155e+02,5.873e+04,3.161e+02,2.846e+01,1.155e+02
llama_3_8b,512x512,512,8.389e+07,1.678e+07,1.907e+04,4.748e+13,2.365e+15,1.203e+13,1.905e+13,1.321e+06,7.047e+05,3.677e+00,1.156e+02,1.277e+01,5.962e+03,3.677e+00,1.156e+02,5.968e+03,3.174e+02,3.677e+00,1.156e+02
llama_3_8b,512x512,512,8.389e+07,2.517e+07,1.907e+04,4.748e+13,2.365e+15,1.203e+13,1.905e+13,1.321e+06,4.929e+05,3.677e+00,1.156e+02,1.277e+01,5.683e+03,3.677e+00,1.156e+02,5.968e+03,3.172e+02,3.677e+00,1.156e+02
llama_3_8b,512x512,512,8.389e+07,3.355e+07,1.907e+04,4.748e+13,2.365e+15,1.203e+13,1.906e+13,1.321e+06,3.872e+05,3.677e+00,1.156e+02,1.277e+01,5.426e+03,3.677e+00,1.156e+02,5.968e+03,3.170e+02,3.677e+00,1.156e+02
llama_3_8b,512x512,512,8.389e+07,4.194e+07,1.907e+04,4.748e+13,2.365e+15,1.203e+13,1.906e+13,1.321e+06,3.236e+05,3.677e+00,1.156e+02,1.277e+01,5.193e+03,3.677e+00,1.156e+02,5.968e+03,3.169e+02,3.677e+00,1.156e+02
llama_3_8b,512x512,512,8.389e+07,5.033e+07,1.907e+04,4.748e+13,2.365e+15,1.203e+13,1.906e+13,1.321e+06,2.812e+05,3.677e+00,1.156e+02,1.277e+01,4.980e+03,3.677e+00,1.156e+02,5.968e+03,3.167e+02,3.677e+00,1.156e+02
llama_3_8b,512x512,512,8.389e+07,5.872e+07,1.907e+04,4.748e+13,2.365e+15,1.203e+13,1.906e+13,1.321e+06,2.508e+05,3.677e+00,1.156e+02,1.277e+01,4.787e+03,3.677e+00,1.156e+02,5.968e+03,3.166e+02,3.677e+00,1.156e+02
llama_3_8b,512x512,512,8.389e+07,6.711e+07,1.907e+04,4.748e+13,2.365e+15,1.203e+13,1.907e+13,1.321e+06,2.285e+05,3.677e+00,1.155e+02,1.277e+01,4.598e+03,3.677e+00,1.155e+02,5.968e+03,3.164e+02,3.677e+00,1.155e+02
llama_3_8b,512x512,512,8.389e+07,7.550e+07,1.907e+04,4.748e+13,2.365e+15,1.203e+13,1.907e+13,1.321e+06,2.107e+05,3.677e+00,1.155e+02,1.277e+01,4.432e+03,3.677e+00,1.155e+02,5.968e+03,3.163e+02,3.677e+00,1.155e+02
llama_3_8b,512x512,512,8.389e+07,8.389e+06,1.907e+04,4.748e+13,2.365e+15,1.203e+13,1.905e+13,1.321e+06,1.340e+06,3.677e+00,1.157e+02,1.277e+01,6.273e+03,3.677e+00,1.157e+02,5.968e+03,3.175e+02,3.677e+00,1.157e+02
llama_3_8b,512x512,512,8.389e+07,8.389e+07,1.907e+04,4.748e+13,2.365e+15,1.203e+13,1.907e+13,1.321e+06,1.963e+05,3.677e+00,1.155e+02,1.277e+01,4.281e+03,3.677e+00,1.155e+02,5.968e+03,3.161e+02,3.677e+00,1.155e+02
