model,array_dim,batch_size,pe_count,useful_macs,compute_cycle_count,with_load_cycle_count,utilization,utilization_with_load
llama_3_1_405b,128x128,128,16384,2.172222573725614e+17,13397311184410.275,14848601288914.205,0.9896160682704632,0.8928918058841283
llama_3_1_405b,128x128,256,16384,4.344445147451228e+17,26794622368820.55,29697202577828.41,0.9896160682704632,0.8928918058841283
llama_3_1_405b,128x128,512,16384,8.688890294902456e+17,53589244737641.1,59394405155656.82,0.9896160682704632,0.8928918058841283
llama_3_1_405b,256x256,32,65536,5.430556434314035e+16,892949812448.9001,4116135497230.4014,0.927977294669536,0.20131435220962962
llama_3_1_405b,256x256,64,65536,1.086111286862807e+17,1722814015937.8003,4939202206748.803,0.9619577546575019,0.33553481576428307
llama_3_1_405b,256x256,128,65536,2.172222573725614e+17,3445628031875.6006,6648421234745.605,0.9619577546575019,0.49854672077721135
llama_3_1_405b,256x256,256,65536,4.344445147451228e+17,6891256063751.201,10066859290739.21,0.9619577546575019,0.6585069899560724
llama_3_1_405b,256x256,512,65536,8.688890294902456e+17,13719426518542.402,20070632972518.42,0.9663810948506465,0.6605767958522132
llama_3_1_405b,32x32,32,1024,5.430556434314035e+16,53037035096038.86,53853173452749.73,0.999919727466229,0.9847660644433233
llama_3_1_405b,32x32,64,1024,1.086111286862807e+17,118994002907085.72,120626279620507.45,0.8913521082278015,0.8792906130519836
llama_3_1_405b,32x32,128,1024,2.172222573725614e+17,237988005814171.44,241252559241014.9,0.8913521082278015,0.8792906130519836
llama_3_1_405b,32x32,256,1024,4.344445147451228e+17,443676179840822.9,450205286694509.8,0.9562429553531497,0.9423750319455274
llama_3_1_405b,32x32,512,1024,8.688890294902456e+17,855052527894125.8,868110741601499.6,0.9923652818749796,0.9774380182143598
llama_3_1_405b,512x512,32,262144,5.430556434314035e+16,226477811726.04968,2167609393601.5898,0.9147001475737605,0.09557039585614391
llama_3_1_405b,512x512,64,262144,1.086111286862807e+17,452955623452.09937,2720210420611.1797,0.9147001475737605,0.15231122286595405
llama_3_1_405b,512x512,128,262144,2.172222573725614e+17,905911246904.1987,3825412474630.3594,0.9147001475737605,0.21661380484520673
llama_3_1_405b,512x512,256,262144,4.344445147451228e+17,1803936710768.3975,6027930799628.719,0.918698695231982,0.27493253614757446
llama_3_1_405b,512x512,512,262144,8.688890294902456e+17,3599987638496.795,10432967449625.438,0.9207111073059178,0.31769950600651
llama_3_1_405b,64x64,32,4096,5.430556434314035e+16,14875348513296.2,21950713088064.797,0.8912863055182391,0.6039983469567028
llama_3_1_405b,64x64,64,4096,1.086111286862807e+17,29750697026592.4,30981493461121.594,0.8912863055182391,0.8558783285479502
llama_3_1_405b,64x64,128,4096,2.172222573725614e+17,55463915079744.8,57925507948803.19,0.9561672233667357,0.9155340981337691
llama_3_1_405b,64x64,256,4096,4.344445147451228e+17,106890351186049.6,111813536924166.38,0.9922837204742831,0.9485931513787214
llama_3_1_405b,64x64,512,4096,8.688890294902456e+17,213780702372099.2,223627073848332.75,0.9922837204742831,0.9485931513787214
llama_3_1_70b,128x128,32,16384,9549576314814464.0,652707384460.2441,1733546002627.9058,0.8929880316552501,0.33622406420852685
llama_3_1_70b,128x128,64,16384,1.909915262962893e+16,1218537625880.4883,2268187431303.8115,0.9566547148264517,0.5139433139006131
llama_3_1_70b,128x128,128,16384,3.819830525925786e+16,2350198108720.9766,3337470288655.6226,0.9920182989394093,0.6985648794863534
llama_3_1_70b,128x128,256,16384,7.639661051851571e+16,4700396217441.953,6674940577311.245,0.9920182989394093,0.6985648794863534
llama_3_1_70b,128x128,512,16384,1.5279322103703142e+17,9400792434883.906,13349881154622.49,0.9920182989394093,0.6985648794863534
llama_3_1_70b,256x256,32,65536,9549576314814464.0,160631167730.06354,907576237634.0327,0.9071400817360065,0.16055397285837436
llama_3_1_70b,256x256,64,65536,1.909915262962893e+16,310402692580.1271,1248279116932.0654,0.9388769756653143,0.23346536627501746
llama_3_1_70b,256x256,128,65536,3.819830525925786e+16,620805385160.2542,1940544518408.1309,0.9388769756653143,0.30035893377706796
llama_3_1_70b,256x256,256,65536,7.639661051851571e+16,1241610770320.5083,3325075321360.2617,0.9388769756653143,0.350584468719678
llama_3_1_70b,256x256,512,65536,1.5279322103703142e+17,2472361897761.0166,6639290999840.523,0.9430009142655706,0.3511579067764919
llama_3_1_70b,32x32,32,1024,9549576314814464.0,9327109680948.973,10104384306387.89,0.9998550932647727,0.9229417485675351
llama_3_1_70b,32x32,64,1024,1.909915262962893e+16,20878274223721.945,22432823474599.78,0.8933456874840786,0.8314386399460917
llama_3_1_70b,32x32,128,1024,3.819830525925786e+16,41756548447443.89,44865646949199.56,0.8933456874840786,0.8314386399460917
llama_3_1_70b,32x32,256,1024,7.639661051851571e+16,77952959740327.78,84171156743839.12,0.9570651994229756,0.8863614074657321
llama_3_1_70b,32x32,512,1024,1.5279322103703142e+17,150345782326095.56,162782176333118.25,0.9924596993039638,0.9166367797763532
llama_3_1_70b,512x512,32,262144,9549576314814464.0,42752235231.88879,578914908152.8824,0.8520897786609269,0.06292590179139027
llama_3_1_70b,512x512,64,262144,1.909915262962893e+16,85504470463.77757,879814569969.7649,0.8520897786609269,0.08281004634249665
llama_3_1_70b,512x512,128,262144,3.819830525925786e+16,171008940927.55515,1481613893603.5298,0.8520897786609269,0.09834881493288182
llama_3_1_70b,512x512,256,262144,7.639661051851571e+16,340660385535.1103,2683855044551.0596,0.8554852680925051,0.10858631945852679
llama_3_1_70b,512x512,512,262144,1.5279322103703142e+17,679963274750.2206,5088337346446.119,0.8571931810730649,0.11454819969888409
llama_3_1_70b,64x64,32,4096,9549576314814464.0,2610132896984.4443,4178010859203.5537,0.8932263689245762,0.5580262015949948
llama_3_1_70b,64x64,64,4096,1.909915262962893e+16,5220265793968.889,6131966856583.107,0.8932263689245762,0.7604214388344359
llama_3_1_70b,64x64,128,4096,3.819830525925786e+16,9745514443617.777,11568916568846.215,0.9569282539048853,0.8061047086335822
llama_3_1_70b,64x64,256,4096,7.639661051851571e+16,18796011742915.555,22442815993372.43,0.9923124381374141,0.8310684472652614
llama_3_1_70b,64x64,512,4096,1.5279322103703142e+17,37592023485831.11,44885631986744.86,0.9923124381374141,0.8310684472652614
llama_3_1_8b,128x128,32,16384,1071620110155776.0,72980316802.44882,265054343246.36224,0.8962211145376299,0.24676638029359166
llama_3_1_8b,128x128,64,16384,2143240220311552.0,136579810564.89764,400653328540.7245,0.9577770036944262,0.32649922616255883
llama_3_1_8b,128x128,128,16384,4286480440623104.0,263778798089.7953,671851299129.449,0.9918386365796449,0.3894105790894529
llama_3_1_8b,128x128,256,16384,8572960881246208.0,527557596179.5906,1343702598258.898,0.9918386365796449,0.3894105790894529
llama_3_1_8b,128x128,512,16384,1.7145921762492416e+16,1055115192359.1812,2687405196517.796,0.9918386365796449,0.3894105790894529
llama_3_1_8b,256x256,32,65536,1071620110155776.0,18466833763.612705,176852883687.21307,0.8854590573192607,0.09245891203515764
llama_3_1_8b,256x256,64,65536,2143240220311552.0,35761064647.22541,292495897038.42615,0.9144931996463183,0.11180755273194026
llama_3_1_8b,256x256,128,65536,4286480440623104.0,71522129294.45082,524954526620.8523,0.9144931996463183,0.12459460305071292
llama_3_1_8b,256x256,256,65536,8572960881246208.0,143044258588.90164,989871785785.7046,0.9144931996463183,0.13215146002385347
llama_3_1_8b,256x256,512,65536,1.7145921762492416e+16,284915914297.8033,1978570968691.4092,0.9182568973052874,0.13222977977334555
llama_3_1_8b,32x32,32,1024,1071620110155776.0,1046774326026.5945,1409502484564.7563,0.9997417664955344,0.7424634048425622
llama_3_1_8b,32x32,64,1024,2143240220311552.0,2333697721877.189,3059154038953.5127,0.8968633803886212,0.6841786980965445
llama_3_1_8b,32x32,128,1024,4286480440623104.0,4667395443754.378,6118308077907.025,0.8968633803886212,0.6841786980965445
llama_3_1_8b,32x32,256,1024,8572960881246208.0,8734418212948.756,11636243481254.05,0.9585105620635935,0.7194789387210155
llama_3_1_8b,32x32,512,1024,1.7145921762492416e+16,16868463751337.512,22672114287948.1,0.9926253195319196,0.7385312198291406
llama_3_1_8b,512x512,32,262144,1071620110155776.0,5327938707.177757,144558369174.753,0.767258508153032,0.02827858620249259
llama_3_1_8b,512x512,64,262144,2143240220311552.0,10655877414.355515,259093910317.50598,0.767258508153032,0.031555402432967145
llama_3_1_8b,512x512,128,262144,4286480440623104.0,21311754828.71103,488164992603.0119,0.767258508153032,0.033496103702170946
llama_3_1_8b,512x512,256,262144,8572960881246208.0,42476913817.42206,946160561334.0238,0.7699064619564392,0.03456416571188571
llama_3_1_8b,512x512,512,262144,1.7145921762492416e+16,84807231794.84412,1862151698796.0476,0.7712373046466588,0.03512415283152699
llama_3_1_8b,64x64,32,4096,1071620110155776.0,291781939038.48883,607220987367.8214,0.8966490671702919,0.4308579724658318
llama_3_1_8b,64x64,64,4096,2143240220311552.0,583563878076.9777,974292904911.6428,0.8966490671702919,0.537058213473753
llama_3_1_8b,64x64,128,4096,4286480440623104.0,1092081171833.9553,1873539225503.2856,0.9582657780525448,0.5585706451077262
llama_3_1_8b,64x64,256,4096,8572960881246208.0,2109115759347.9106,3672031866686.5713,0.9923628034030286,0.5699863464247681
llama_3_1_8b,64x64,512,4096,1.7145921762492416e+16,4218231518695.8213,7344063733373.143,0.9923628034030286,0.5699863464247681
