model,array_dim,batch_size,pe_count,useful_macs,cycle_count,utilization
llama_3_1_405b,64x64,32,4096,2.828634127211692e+18,1931333524723591.0,0.357568744535011
llama_3_1_405b,64x64,64,4096,5.657268254423384e+18,3048711288401678.0,0.45303371712566387
llama_3_1_405b,64x64,128,4096,1.1314536508846768e+19,6093385097829916.0,0.4533338974158946
llama_3_1_405b,64x64,256,4096,2.2629073017693536e+19,1.2182732716686392e+16,0.45348413678511734
llama_3_1_405b,64x64,512,4096,4.525814603538707e+19,2.4365465433372784e+16,0.45348413678511734
llama_3_1_70b,128x128,32,16384,6.518899557982536e+17,422892614885045.6,0.09408583623709668
llama_3_1_70b,128x128,64,16384,1.3037799115965071e+18,775640624479595.2,0.10259443369575263
llama_3_1_70b,128x128,128,16384,2.6075598231930143e+18,1481136643668694.5,0.1074531657292572
llama_3_1_70b,128x128,256,16384,5.215119646386029e+18,2962273287337389.0,0.1074531657292572
llama_3_1_70b,128x128,512,16384,1.0430239292772057e+19,5924546574674778.0,0.1074531657292572
llama_3_1_70b,256x256,32,65536,6.518899557982536e+17,388302567109323.1,0.025616753969817295
llama_3_1_70b,256x256,64,65536,1.3037799115965071e+18,741565410502038.2,0.026827171781795667
llama_3_1_70b,256x256,128,65536,2.6075598231930143e+18,1448101956930348.5,0.027476107686708797
llama_3_1_70b,256x256,256,65536,5.215119646386029e+18,2861175049786969.0,0.02781249285178442
llama_3_1_70b,256x256,512,65536,1.0430239292772057e+19,5722339239931058.0,0.027812545633300385
llama_3_1_70b,32x32,32,1024,6.518899557982536e+17,1692594713600535.8,0.37611560513799214
llama_3_1_70b,32x32,64,1024,1.3037799115965071e+18,3387413482062895.5,0.37586866104786426
llama_3_1_70b,32x32,128,1024,2.6075598231930143e+18,6774826964125791.0,0.37586866104786426
llama_3_1_70b,32x32,256,1024,5.215119646386029e+18,1.3544093791097022e+16,0.3760229630882784
llama_3_1_70b,32x32,512,1024,1.0430239292772057e+19,2.7082627445039484e+16,0.376100161626429
llama_3_1_70b,512x512,32,262144,6.518899557982536e+17,372133998965074.0,0.006682439225622572
llama_3_1_70b,512x512,64,262144,1.3037799115965071e+18,726753037410980.0,0.006843487963204016
llama_3_1_70b,512x512,128,262144,2.6075598231930143e+18,1435991114302792.0,0.006926958828932261
llama_3_1_70b,512x512,256,262144,5.215119646386029e+18,2854465910590096.0,0.006969465839885734
llama_3_1_70b,512x512,512,262144,1.0430239292772057e+19,5691415503164704.0,0.006990915579406884
llama_3_1_70b,64x64,32,4096,6.518899557982536e+17,845781782644691.8,0.1881724393993802
llama_3_1_70b,64x64,64,4096,1.3037799115965071e+18,1551448108994471.5,0.2051667990919252
llama_3_1_70b,64x64,128,4096,2.6075598231930143e+18,3102201200844623.0,0.2052127646607527
llama_3_1_70b,64x64,256,4096,5.215119646386029e+18,6203707384544926.0,0.2052357551696261
llama_3_1_70b,64x64,512,4096,1.0430239292772057e+19,1.2407414769089852e+16,0.2052357551696261
llama_3_1_8b,128x128,32,16384,1.0355254626982298e+17,148595022774139.84,0.0425340346107739
llama_3_1_8b,128x128,64,16384,2.0710509253964595e+17,289615969025783.7,0.0436463905144769
llama_3_1_8b,128x128,128,16384,4.142101850792919e+17,571657861529071.4,0.0442246754011802
llama_3_1_8b,128x128,256,16384,8.284203701585838e+17,1143315723058142.8,0.0442246754011802
llama_3_1_8b,128x128,512,16384,1.6568407403171676e+18,2286631446116285.5,0.0442246754011802
llama_3_1_8b,256x256,32,65536,1.0355254626982298e+17,145068019671326.06,0.01089203853472274
llama_3_1_8b,256x256,64,65536,2.0710509253964595e+17,286352518890044.1,0.011035952933403278
llama_3_1_8b,256x256,128,65536,4.142101850792919e+17,568922689930360.2,0.01110932285445963
llama_3_1_8b,256x256,256,65536,8.284203701585838e+17,1134063032010992.5,0.011146374872049858
llama_3_1_8b,256x256,512,65536,1.6568407403171676e+18,2268124891419105.0,0.011146380634638737
llama_3_1_8b,32x32,32,1024,1.0355254626982298e+17,593870997713929.5,0.17028198692291865
llama_3_1_8b,32x32,64,1024,2.0710509253964595e+17,1187982144497683.0,0.17024756463723303
llama_3_1_8b,32x32,128,1024,4.142101850792919e+17,2375964288995366.0,0.17024756463723303
llama_3_1_8b,32x32,256,1024,8.284203701585838e+17,4751328205316172.0,0.17026907693470056
llama_3_1_8b,32x32,512,1024,1.6568407403171676e+18,9502056037957784.0,0.17027983512226605
llama_3_1_8b,512x512,32,262144,1.0355254626982298e+17,143733229220794.4,0.0027482970865226396
llama_3_1_8b,512x512,64,262144,2.0710509253964595e+17,285575020275572.8,0.002766499778046511
llama_3_1_8b,512x512,128,262144,4.142101850792919e+17,569258602385129.6,0.002775691845139652
llama_3_1_8b,512x512,256,262144,8.284203701585838e+17,1136625620008403.2,0.0027803111818020046
llama_3_1_8b,512x512,512,262144,1.6568407403171676e+18,2271359655254950.5,0.0027826266205976825
llama_3_1_8b,64x64,32,4096,1.0355254626982298e+17,296981411457415.9,0.0851278308719369
llama_3_1_8b,64x64,64,4096,2.0710509253964595e+17,578833431515919.8,0.08735287905000934
llama_3_1_8b,64x64,128,4096,4.142101850792919e+17,1157591816447519.5,0.0873585421301297
llama_3_1_8b,64x64,256,4096,8.284203701585838e+17,2315108586310719.0,0.08736137394555159
llama_3_1_8b,64x64,512,4096,1.6568407403171676e+18,4630217172621438.0,0.08736137394555159
